article_name,country,revision_id,population,article_quality
Isak Katali,Namibia,717212350,2482100,Start
Paulus Kapia,Namibia,717631584,2482100,Start
Johannes Isaaks,Namibia,717961259,2482100,Start
Usko Nghaamwa,Namibia,719244071,2482100,Start
Nangolo Ithete,Namibia,719408472,2482100,C
Solomon Witbooi,Namibia,719434480,2482100,C
Willem Appollus,Namibia,719595059,2482100,Start
Reggie Diergaardt,Namibia,719824825,2482100,Stub
Hadino Hishongwa,Namibia,719949040,2482100,Stub
Erastus Tjejamba,Namibia,720139575,2482100,Stub
Gottlob Mbaukua,Namibia,720139591,2482100,Stub
Ambrosius Haingura,Namibia,721140900,2482100,Stub
John Shaetonhodi,Namibia,721902067,2482100,Stub
Theofelus Eiseb,Namibia,725653685,2482100,Stub
Hilma Nicanor,Namibia,725836779,2482100,Stub
Johan de Waal,Namibia,726241234,2482100,Start
Leon Jooste,Namibia,726241279,2482100,Stub
Eben van Zijl,Namibia,726241614,2482100,Stub
Kalla Gertze,Namibia,726549300,2482100,Start
Festus Ueitele,Namibia,726575925,2482100,Stub
Moses Amweelo,Namibia,726634885,2482100,Stub
Paul Smit,Namibia,726685653,2482100,Start
Alpheus Muheua,Namibia,726826653,2482100,Stub
Tjekero Tweya,Namibia,732970610,2482100,Stub
Lawrence Sampofu,Namibia,735098018,2482100,Stub
Marten Kapewasha,Namibia,736632076,2482100,Stub
Mose Penaani Tjitendero,Namibia,737894808,2482100,Stub
Clemens Kashuupulwa,Namibia,739326407,2482100,Stub
Muesee Kazapua,Namibia,742567576,2482100,Stub
Jan de Wet,Namibia,749312888,2482100,Start
Auguste Xoagus,Namibia,749384677,2482100,Stub
Arnold Tjihuiko,Namibia,749557521,2482100,Stub
Hafeni Ndemula,Namibia,750064392,2482100,Stub
Billy Mwaningange,Namibia,750168721,2482100,Stub
Thimoteus Tjamuaha,Namibia,750423258,2482100,Stub
Ignatius Shixwameni,Namibia,756962215,2482100,Stub
Hansina Christiaan,Namibia,757074156,2482100,Stub
Elma Dienda,Namibia,757074197,2482100,Stub
Clara Gowases,Namibia,757074271,2482100,Stub
Petrina Haingura,Namibia,757074308,2482100,Stub
Agnes Kafula,Namibia,757075026,2482100,Stub
Rosa Kavara,Namibia,757075263,2482100,Stub
Ngohauvi Lydia Kavetu,Namibia,757075306,2482100,Stub
Agnes Limbo,Namibia,757075328,2482100,Start
Teopolina Mushelenga,Namibia,757075486,2482100,Start
Pashukeni Shoombe,Namibia,757076190,2482100,Stub
Katrina Hanse-Himarwa,Namibia,757565608,2482100,Stub
Henock Kankoshi,Namibia,757916897,2482100,Stub
Ida Hoffmann,Namibia,758853149,2482100,Stub
Sirkka Ausiku,Namibia,763773708,2482100,Start
Royal /Ui/o/oo,Namibia,765635399,2482100,Stub
Andrew Matjila,Namibia,767169616,2482100,Stub
Nathaniel Maxuilili,Namibia,768127257,2482100,Stub
Richard Kamwi,Namibia,768705466,2482100,Start
Joel Kaapanda,Namibia,768706125,2482100,Start
Rebecca Ndjoze-Ojo,Namibia,768706805,2482100,Start
Pohamba Shifeta,Namibia,768706876,2482100,Start
Uahekua Herunga,Namibia,768707364,2482100,Stub
Silvia Makgone,Namibia,768707856,2482100,Stub
Uilika Nambahu,Namibia,768797762,2482100,Stub
Pauline Dempers,Namibia,768809413,2482100,Start
Kovambo Nujoma,Namibia,768878536,2482100,Start
Penehupifo Pohamba,Namibia,770535053,2482100,Start
Hendrik Witbooi (politician),Namibia,772596247,2482100,Start
Ben Amathila,Namibia,773039495,2482100,Start
Heiko Lucks,Namibia,773070957,2482100,Stub
Netumbo Nandi-Ndaitwah,Namibia,773073864,2482100,Start
Erasmus Hendjala,Namibia,773588389,2482100,Stub
Cornelius Thuhageni Njoba,Namibia,774841020,2482100,Stub
Jurie Viljoen,Namibia,777857622,2482100,Start
Kandy Nehova,Namibia,778252266,2482100,Stub
Laura McLeod-Katjirua,Namibia,779986740,2482100,Start
Lempy Lucas,Namibia,780240233,2482100,Start
Jager Afrikaner,Namibia,781797749,2482100,Start
Jan Jonker Afrikaner,Namibia,781797819,2482100,Stub
Usutuaije Maamberua,Namibia,782432741,2482100,Start
Lucia Witbooi,Namibia,782487405,2482100,Stub
Philemon Moongo,Namibia,782702063,2482100,Start
Margaret Mensah-Williams,Namibia,783424239,2482100,Start
Marlene Mungunda,Namibia,783659445,2482100,Stub
Matheus Shikongo,Namibia,783936425,2482100,Stub
Hendrina Afrikaner,Namibia,785009070,2482100,Stub
Nickey Iyambo,Namibia,785237742,2482100,C
Willem Konjore,Namibia,785239830,2482100,Stub
Christian Afrikaner,Namibia,785267613,2482100,Stub
Manasse ÇƒNoreseb,Namibia,787159099,2482100,GA
Emil Appolus,Namibia,787547117,2482100,Start
Saara Kuugongelwa,Namibia,787813373,2482100,Start
Bernhardt Esau,Namibia,787890930,2482100,Start
John Pandeni,Namibia,788618481,2482100,Start
Loide Kasingo,Namibia,788620617,2482100,Start
Anton von Wietersheim,Namibia,789457805,2482100,Start
Emma Tuahepa,Namibia,789936651,2482100,Stub
Template:Namibian-politician-stub,Namibia,789946235,2482100,Stub
Asser Mbai,Namibia,789979998,2482100,Stub
Piet van der Walt,Namibia,790732456,2482100,Stub
Tom Alweendo,Namibia,790926872,2482100,Stub
Jeremia Nambinga,Namibia,790971471,2482100,Stub
Lucia Basson,Namibia,791521544,2482100,Stub
Monica Geingos,Namibia,792295818,2482100,Stub
Albert Kawana,Namibia,792363345,2482100,Start
Buddy Wentworth,Namibia,792553915,2482100,Stub
Bernadus Swartbooi,Namibia,792730125,2482100,Stub
Sophia Shaningwa,Namibia,793644087,2482100,Stub
Clemens Kapuuo,Namibia,794649810,2482100,Start
Joseph Obgeb Jimmy,Namibia,797028914,2482100,Stub
Andreas Shipanga,Namibia,797218947,2482100,C
Hermanus Beukes,Namibia,797219044,2482100,Stub
Elaine Trepper,Namibia,797422099,2482100,Stub
Anton Lubowski,Namibia,797926029,2482100,Stub
John Ya-Otto,Namibia,798445586,2482100,Stub
Peya Mushelenga,Namibia,798678085,2482100,Stub
Rosa Namises,Namibia,798722629,2482100,Stub
Mohammed Stuart,Namibia,799023818,2482100,Start
David Namwandi,Namibia,799202571,2482100,Stub
Dawid Boois,Namibia,799283073,2482100,Start
Nora Schimming-Chase,Namibia,799298806,2482100,C
Peter Naholo,Namibia,799511171,2482100,Stub
Monica Nashandi,Namibia,799557543,2482100,Start
Sakaria Nashandi,Namibia,799557683,2482100,Start
Penda Ya Ndakolo,Namibia,799557832,2482100,Stub
Wilfried Emvula,Namibia,799559369,2482100,Stub
Elia Kaiyamo,Namibia,799560238,2482100,C
Marx Nekongo,Namibia,799561144,2482100,Stub
Priscilla Beukes,Namibia,799566361,2482100,Stub
Philemon Malima,Namibia,799949216,2482100,Stub
Rosalia Nghidinwa,Namibia,800002912,2482100,Start
Rudolph Kamburona,Namibia,800014905,2482100,Stub
Samuel Mbambo,Namibia,800067483,2482100,Stub
Brendan Simbwaye,Namibia,800092405,2482100,Start
First Lady of Namibia,Namibia,800356701,2482100,Start
Doreen Sioka,Namibia,800360997,2482100,Stub
Steve Bezuidenhout,Namibia,800697620,2482100,Start
Erastus Uutoni,Namibia,801845003,2482100,Start
Pendukeni Iivula-Ithana,Namibia,803055843,2482100,Stub
Nehale Mpingana,Namibia,803403039,2482100,Start
John Mabuku,Namibia,804447986,2482100,Stub
Libertina Amathila,Namibia,804939484,2482100,Start
Frans Indongo,Namibia,804964495,2482100,C
Eric Biwa,Namibia,804964895,2482100,Start
Steve Mogotsi,Namibia,805008003,2482100,Stub
Clara Bohitile,Namibia,805008074,2482100,Start
Michael Goreseb,Namibia,805053642,2482100,Start
Lydia Katjita,Namibia,805054018,2482100,Stub
Asser Kuveri Kapere,Namibia,805055267,2482100,Stub
Immanuel Ngatjizeko,Namibia,805120872,2482100,Start
Elijah Ngurare,Namibia,805772941,2482100,Stub
Sacky Shanghala,Namibia,805855320,2482100,Start
Angelika Muharukua,Namibia,805981237,2482100,Start
Martin Andjaba,Namibia,806653470,2482100,Start
Jonker Afrikaner,Namibia,806995404,2482100,Start
Kanuni (hompa),Namibia,807120122,2482100,Start
Gustaphine Tjombe,Namibia,807168546,2482100,Start
Template:Nigeria-politician-stub,Nigeria,391862819,181839400,Stub
Template:Nigeria-diplomat-stub,Nigeria,548342756,181839400,Start
Template:Nigeria-activist-stub,Nigeria,563278068,181839400,Start
Aliyu Ibrahim Gebi,Nigeria,639021339,181839400,Stub
Azeez Issa Adesiji,Nigeria,671511760,181839400,Stub
Salisu Buhari,Nigeria,677435096,181839400,Stub
Template:RiversState-politician-stub,Nigeria,683127263,181839400,Stub
Template:Abia State-politician-stub,Nigeria,683996491,181839400,Stub
Igwe Aja-Nwachukwu,Nigeria,691389889,181839400,Stub
Christopher Nwankwo,Nigeria,696479863,181839400,Stub
Henry Ajomale,Nigeria,704094181,181839400,Stub
Kolapo Ishola,Nigeria,704235837,181839400,Start
Philip O. Emafo,Nigeria,704719275,181839400,Stub
Gidado dan Laima,Nigeria,705586751,181839400,Start
Jolly Nyame,Nigeria,706146554,181839400,Stub
Michael Botmang,Nigeria,709667983,181839400,Start
Aliyu Musa,Nigeria,710281144,181839400,Stub
Suleiman Takuma,Nigeria,710317252,181839400,Start
Igwegbe Odum,Nigeria,710422165,181839400,Stub
Isaac Shaahu,Nigeria,710510120,181839400,Stub
Ahmed Musa (politician),Nigeria,710510264,181839400,Stub
John Kadiya,Nigeria,710510671,181839400,Stub
Mahmud Tukur,Nigeria,710518211,181839400,Stub
Dapo Sarumi,Nigeria,710533184,181839400,Stub
Abraham Imogie,Nigeria,710533207,181839400,Stub
Adelusi Adeluyi,Nigeria,710533503,181839400,Stub
Samuel Edem,Nigeria,710985648,181839400,Stub
Jacob Obande,Nigeria,711417189,181839400,Stub
Abba Habib,Nigeria,711545907,181839400,Stub
Ganiyu Dawodu,Nigeria,711978679,181839400,Stub
Wahab Goodluck,Nigeria,712081212,181839400,Stub
Eddie Mbadiwe,Nigeria,712155706,181839400,Stub
George Agbazika Innih,Nigeria,712289148,181839400,Start
Oluseyi Bajulaiye,Nigeria,712500159,181839400,Stub
Vincent Eze Ogbulafor,Nigeria,714196192,181839400,Stub
Joseph Tarka,Nigeria,715792629,181839400,Start
Peter Onu,Nigeria,716145017,181839400,Stub
Ayisha Osori,Nigeria,717055090,181839400,Start
Chukwuemeka Ujam,Nigeria,717185387,181839400,Stub
Mamuda Aliyu Shinkafi,Nigeria,717224947,181839400,Stub
Steven Lawani,Nigeria,717363689,181839400,Stub
John Ewerekumoh Yeri,Nigeria,717535392,181839400,Stub
Sani Ndanusa,Nigeria,717537537,181839400,Start
Musa Inuwa,Nigeria,717577322,181839400,Stub
Shehu Kangiwa,Nigeria,717579914,181839400,Start
Usman Faruk,Nigeria,717587144,181839400,Start
Mike Attah,Nigeria,717587540,181839400,Stub
Datti Abubakar,Nigeria,717588432,181839400,Stub
John Kpera,Nigeria,717589198,181839400,Start
Mustapha Ismail,Nigeria,717595920,181839400,Stub
Joe Kalu-Igboama,Nigeria,717595956,181839400,Stub
Tanko Zubairu,Nigeria,717597698,181839400,Stub
Sunday Tuoyo,Nigeria,717601015,181839400,Stub
Sunday Abiodun Olukoya,Nigeria,717602204,181839400,Stub
Tony Ene Asuquo,Nigeria,717628113,181839400,Stub
Chukwuemeka Chikelu,Nigeria,717711844,181839400,Start
Broderick Bozimo,Nigeria,717802214,181839400,Stub
Olu Agunloye,Nigeria,717872176,181839400,Stub
Saidu Barda,Nigeria,718146373,181839400,Start
Werinipre Seibarugo,Nigeria,718210388,181839400,Stub
Musa Usman,Nigeria,718225373,181839400,Stub
Omoniyi Caleb Olubolade,Nigeria,718461820,181839400,Start
Sefiu Adegbenga Kaka,Nigeria,719905993,181839400,Stub
Kingsley Esiso,Nigeria,720011103,181839400,Stub
Ikeje Asogwa,Nigeria,720083087,181839400,Start
Ignatius Olisemeka,Nigeria,720161941,181839400,Stub
Alhaji Hassan Dalhat,Nigeria,721581071,181839400,Stub
Maurice Ekpenyong,Nigeria,722438087,181839400,Stub
Joshua M. Lidani,Nigeria,722467684,181839400,Stub
Haliru Dantoro,Nigeria,722859616,181839400,Stub
Patrick Ekpotu,Nigeria,723745966,181839400,Stub
Saviour Friday Udoh,Nigeria,725060895,181839400,Stub
Ibrahim Dasuki Jalo-Waziri,Nigeria,725377530,181839400,Start
Stephen Oluwole Awokoya,Nigeria,725642924,181839400,Start
Yinka Durosinmi,Nigeria,725668970,181839400,Start
Mahmud Shinkafi,Nigeria,726805368,181839400,Stub
Muhammed K. Abubakar,Nigeria,726818559,181839400,Stub
Nduese Essien,Nigeria,726818744,181839400,Start
Oladapo Afolabi,Nigeria,727741721,181839400,Start
Lloyd Chukwuemeka,Nigeria,730632839,181839400,Stub
Jerry Needam,Nigeria,730842731,181839400,Stub
Ojo Maduekwe,Nigeria,731021539,181839400,Start
Clifford Ohiagu,Nigeria,731276297,181839400,Stub
Njoku Nnamdi,Nigeria,731276344,181839400,Stub
Iheanacho Obioma,Nigeria,731276359,181839400,Stub
Uchechukwu N. Maduako,Nigeria,731276379,181839400,Stub
Anthony Eze Enwereuzor,Nigeria,731276422,181839400,Stub
Macebuh Chinonyerem,Nigeria,731276452,181839400,Stub
Nwakanwa Chimaobi,Nigeria,731276490,181839400,Stub
Ameh Ebute,Nigeria,731276619,181839400,Stub
Tanimowo Ogunlesi,Nigeria,731579887,181839400,Stub
Raphael Nomiye,Nigeria,732432078,181839400,Start
Elizabeth Ativie,Nigeria,737060177,181839400,Start
Achike Udenwa,Nigeria,737673853,181839400,Stub
Michael O. Chinda,Nigeria,737771495,181839400,Stub
Martins Amaewhule,Nigeria,737781073,181839400,Stub
Frank Eke,Nigeria,737787109,181839400,Stub
Sarafa Tunji Ishola,Nigeria,739125240,181839400,Start
John Mark Inienger,Nigeria,739129789,181839400,Start
Adamu Waziri,Nigeria,739175973,181839400,Start
Abubakar Sadiq A. Mohammed,Nigeria,739176020,181839400,Stub
Aliyu Obaje,Nigeria,740306640,181839400,Stub
L. A. Fabunmi,Nigeria,740447269,181839400,Stub
Temi Ejoor,Nigeria,741172432,181839400,Stub
John Yakubu,Nigeria,742117154,181839400,Stub
Boniface S. Emerengwa,Nigeria,742243239,181839400,Stub
Abdullahi Balarabe Salame,Nigeria,742594594,181839400,Stub
Patrick Koshoni,Nigeria,742684693,181839400,Start
Samuel Ogeh,Nigeria,743083415,181839400,Stub
Tatari Ali,Nigeria,743190896,181839400,Start
Odigha Odigha,Nigeria,743856621,181839400,Stub
Aminu Safana,Nigeria,743862677,181839400,Stub
Mohammed Bello Adoke,Nigeria,744087654,181839400,Start
Samuel Bassey,Nigeria,744117777,181839400,Start
Oluyemi Adeniji,Nigeria,744916250,181839400,Start
Oseleye Ojuka,Nigeria,745439794,181839400,Stub
Edwin Ume-Ezeoke,Nigeria,745595238,181839400,Stub
Raymond Njoku,Nigeria,745786235,181839400,Start
Tunji Otegbeye,Nigeria,746273474,181839400,C
Aminu Bashir Wali,Nigeria,746438262,181839400,Start
Bashir Yuguda,Nigeria,746534137,181839400,Stub
Frank Ajobena,Nigeria,746565081,181839400,Stub
Yarima Ibrahim,Nigeria,746756722,181839400,Stub
Sylvester Ugoh,Nigeria,747244277,181839400,Stub
National Security Advisor (Nigeria),Nigeria,747988410,181839400,Stub
Louis Mbanefo,Nigeria,748101471,181839400,C
Olugbenga Ashiru,Nigeria,748515743,181839400,Stub
Nuhu Bamalli,Nigeria,748633284,181839400,Stub
"List of Governors of Northern Region, Nigeria",Nigeria,751053462,181839400,Stub
Adejoke Orelope-Adefulire,Nigeria,751780937,181839400,Stub
Remi Babalola,Nigeria,752461243,181839400,Start
Onaolapo Soleye,Nigeria,752630175,181839400,Stub
Dahiru Mohammed,Nigeria,753093526,181839400,Start
Dan Nwanyanwu,Nigeria,753193542,181839400,C
Sebastian Okechukwu Mezu,Nigeria,753200315,181839400,Start
James Shaibu Barka,Nigeria,753201175,181839400,Start
Danburam Abubakar Nuhu,Nigeria,753215523,181839400,Start
Tanko Yakasai,Nigeria,753870254,181839400,Stub
Ayo Fasanmi,Nigeria,755225924,181839400,Start
Timothy Shelpidi,Nigeria,755597113,181839400,Start
Feyisetan Fayose,Nigeria,756222460,181839400,Stub
Eme Okoro,Nigeria,756322600,181839400,Stub
Chukwuemeka Ngozichineke Wogu,Nigeria,756392289,181839400,Start
Sadiya Umar Farouq,Nigeria,756592132,181839400,Start
Ibrahim Bunu,Nigeria,756731872,181839400,Start
Mojisola Adekunle-Obasanjo,Nigeria,756827056,181839400,Stub
Yetunde Onanuga,Nigeria,756833464,181839400,Stub
Musa Mohammed Sada,Nigeria,757006942,181839400,Stub
Ebun Oyagbola,Nigeria,757336511,181839400,Start
Tejumade Alakija,Nigeria,757338458,181839400,Stub
Gbolahan Olusegun Yishawu,Nigeria,757463566,181839400,Stub
Chinwe Obaji,Nigeria,757540500,181839400,Start
Fidelis Makka,Nigeria,757551494,181839400,Start
Fidelia Njeze,Nigeria,757562345,181839400,Start
Helen Esuene,Nigeria,757563136,181839400,Start
Manuela George-Izunwa,Nigeria,757613940,181839400,C
Ruqayyah Ahmed Rufa'i,Nigeria,757616922,181839400,Start
Clever Ikisikpo,Nigeria,757765871,181839400,Start
Samuel Adesina,Nigeria,757792473,181839400,Stub
Wilberforce Juta,Nigeria,757814345,181839400,Start
Mohammed Lawal,Nigeria,758372520,181839400,Start
Labaran Maku,Nigeria,758525626,181839400,Start
Nkechi Ikpeazu,Nigeria,758541021,181839400,Start
Mamman Kontagora,Nigeria,759171415,181839400,Start
Lamidi Adedibu,Nigeria,759508235,181839400,Start
Sarah Jibril,Nigeria,759698330,181839400,C
Ahmad Babba Kaita,Nigeria,760030043,181839400,Stub
Leo Segun Ajiborisha,Nigeria,760064451,181839400,Start
Deputy President of the Nigerian Senate,Nigeria,760126403,181839400,Stub
Walter Feghabo,Nigeria,760163064,181839400,Stub
Akanbi Oniyangi,Nigeria,760390131,181839400,Stub
Willie Obiano,Nigeria,760603745,181839400,Start
Chukwuebuka Anisiobi,Nigeria,761658964,181839400,Stub
Mohammed Kumalia,Nigeria,762063203,181839400,Stub
Gaius Obaseki,Nigeria,762106197,181839400,Start
Abd al-Qadir (Sokoto),Nigeria,762195257,181839400,Stub
Olugbenga Onaolapo Obadara,Nigeria,762379856,181839400,Stub
Ahmed Aboki Abdullahi,Nigeria,762496894,181839400,Stub
Friday Osanebi,Nigeria,762732359,181839400,Start
Abdulkadir Kure,Nigeria,763271950,181839400,Stub
Kande Balarabe,Nigeria,763593394,181839400,Stub
Richard Okonye,Nigeria,763681992,181839400,Start
Sabo Bakin Zuwo,Nigeria,763697656,181839400,Start
Mamman Shata,Nigeria,763883697,181839400,Start
Felix Hyatt,Nigeria,763999983,181839400,Stub
Zacheus Chukwukaelo Obi,Nigeria,764970868,181839400,Stub
Michael Opeyemi Bamidele,Nigeria,765023792,181839400,Start
Akachukwu Sullivan Nwankpo,Nigeria,765041723,181839400,C
Lekan Salami,Nigeria,765049939,181839400,Start
Moses Da Rocha,Nigeria,765260051,181839400,Start
Oluwaseyi Makinde,Nigeria,765263822,181839400,C
Yusuf Musa Nagogo,Nigeria,765273612,181839400,Start
Saidu Samaila Sambawa,Nigeria,765320219,181839400,C
Segun Abraham,Nigeria,765563643,181839400,Start
Bukar Shaib,Nigeria,766493465,181839400,Stub
Alhaji Yahaya Madawaki,Nigeria,766945320,181839400,Start
Gabriel Suswam,Nigeria,767628905,181839400,Start
Sir Jude Ejiogu,Nigeria,768045378,181839400,Stub
Sheikh Ahmed Abdullah,Nigeria,768212416,181839400,Start
Samson Omeruah,Nigeria,768292967,181839400,Start
Dabo Aliyu,Nigeria,768440728,181839400,Stub
Ibrahim Kazaure,Nigeria,768484304,181839400,Stub
Josaiah Ndubuisi Wachuku,Nigeria,768489794,181839400,Stub
Bassey Asuquo,Nigeria,768587573,181839400,Stub
Michael Otedola,Nigeria,768611476,181839400,Start
Clem Ohameze,Nigeria,768747977,181839400,Start
Hadiza Bala Usman,Nigeria,769343495,181839400,Start
Abubakar Malami,Nigeria,769900146,181839400,Start
Ifeanyi Ugwuanyi,Nigeria,770052156,181839400,Start
Steve Ayorinde,Nigeria,770262490,181839400,Start
Richard Akinjide,Nigeria,770262534,181839400,Start
Sirika Hadi,Nigeria,771454540,181839400,Start
Ahmed Idris,Nigeria,771500609,181839400,Stub
Grace Ekpiwhre,Nigeria,771833733,181839400,Start
Victor Akande,Nigeria,772191879,181839400,Stub
Eziuche Ubani,Nigeria,772363251,181839400,Start
Isyaku Ibrahim,Nigeria,772366075,181839400,Start
Rilwanu Lukman,Nigeria,772635428,181839400,GA
Edmund Daukoru,Nigeria,772635472,181839400,Start
Augustus Aikhomu,Nigeria,772962322,181839400,Start
Felix A. Obuah,Nigeria,773417427,181839400,Start
Mike Akhigbe,Nigeria,773596602,181839400,Start
Omotayo Oduntan,Nigeria,773766121,181839400,Stub
Amal Pepple,Nigeria,773923186,181839400,Start
Haliru Zakari Jikantoro,Nigeria,774077595,181839400,Stub
Virginia Etiaba,Nigeria,774143828,181839400,Start
John Nnia Nwodo,Nigeria,774178817,181839400,Start
Samuel Ikon,Nigeria,774250291,181839400,Start
Ishaya Mark Aku,Nigeria,774378994,181839400,Start
Ibrahim Gusau,Nigeria,774470803,181839400,Stub
Idris Waziri,Nigeria,774519887,181839400,Stub
Stephen Oru,Nigeria,774657494,181839400,Start
Donald Duke,Nigeria,775247499,181839400,Start
Magaji Muhammed,Nigeria,775487584,181839400,Start
Henry Okon Archibong,Nigeria,775705253,181839400,Stub
Janet Nwadiogo Mokelu,Nigeria,776130152,181839400,Start
Philip Shaibu,Nigeria,776318059,181839400,Start
Jereton Mariere,Nigeria,776503248,181839400,Start
Reynolds Bekinbo Dagogo-Jack,Nigeria,776690769,181839400,C
Mudasiru Oyetunde Hussein,Nigeria,776822971,181839400,Start
List of ambassadors of Nigeria,Nigeria,776971035,181839400,Stub
John Okechukwuemeka,Nigeria,777156398,181839400,Start
Joy Ogwu,Nigeria,777639961,181839400,Start
Stephen Akiga,Nigeria,777804573,181839400,Start
Adedeji Adeleke,Nigeria,777928073,181839400,Stub
Isa Yuguda,Nigeria,778076626,181839400,Start
Kashim Ibrahim-Imam,Nigeria,778399850,181839400,Start
Kayode Otitoju,Nigeria,778492762,181839400,Start
Kema Chikwe,Nigeria,778591078,181839400,Start
Olusegun Olutoyin Aganga,Nigeria,779173965,181839400,C
Rita Akpan,Nigeria,779397776,181839400,Start
Aishat Ismail,Nigeria,779397867,181839400,Start
Maryam Ciroma,Nigeria,779397948,181839400,Start
